temperature,vibration,pressure,rpm,failure
49.963209507789,5.431276958794071,13.781356889969063,2118.458431414055,0
96.05714451279329,5.0522278374824445,16.136946546636075,1930.1572814736705,0
78.5595153449124,0.743599625161139,5.7588900770574805,1434.0059571109648,0
67.89267873576293,3.7418543624484855,12.87260789253298,814.2215871373633,0
32.48149123539492,4.111858378465643,11.863173679731226,1891.7262881817906,0
32.47956162689621,4.288816418520555,16.82377715897715,1428.3771748369347,0
24.64668897345596,6.011637507659657,18.21565414914395,2416.1382615631774,0
89.29409166199481,5.569224193905345,1.2309786580703492,852.6817835950637,0
68.0892009394567,6.275098381537724,13.80637846211706,2086.62118487274,0
76.64580622368364,7.766390984650219,1.9848801832748513,2871.243322513344,0
21.646759543664196,8.223364517802889,11.428314636469763,1183.7003876452989,1
97.59278817295954,7.322169224151697,6.465021851829886,1837.6288796513097,0
86.59541126403374,9.57747511157188,6.828755390920683,1001.128381997704,1
36.987128854262096,0.6732095354254355,7.706211565594775,2176.5002069749758,0
34.54599737656805,2.359890863993688,12.804556531942593,2011.1696973116964,0
34.6723607882747,0.5718473122923502,7.346949347706615,1696.204153268231,0
44.33937943676302,6.651009784468728,14.921281961215328,1947.0294472422306,0
61.98051453057903,9.031290215024876,8.686020325903524,2772.4642486318226,1
54.55560149136926,2.813081817474843,2.298710805889214,1231.8474650843475,0
43.298331215843355,9.306828175564913,15.891437007198038,849.6419257517639,0
68.94823157779035,1.0725402077508281,6.429408167261414,2695.662746338022,0
31.15950885216335,9.377142254652385,9.22257071238599,2069.6575812533943,0
43.37157188281745,3.8404155287765267,14.023433781216129,2759.448602016053,0
49.308947463495336,1.463497870267557,7.316666985825528,2113.27949150898,0
56.48559873736288,5.115781712270094,2.0751274667875967,2582.3543979113456,0
82.81407691144109,2.9393773933448255,8.104499893243458,1745.2813993813256,0
35.97390257266878,3.206292568638267,18.944523071191764,2449.691848834191,0
61.13875507308893,3.4192546667997226,13.192953548672605,2808.691227157683,0
67.39316550896339,8.128746029410301,13.758103824676931,2058.6705201888535,0
23.71603301759982,5.622032128414918,13.013360919115158,1197.727331237235,0
68.60358815211507,3.4574231419820345,4.780850640229299,1391.354753066436,0
33.64192989498332,6.298170941453725,8.948343417943322,1237.0180691742926,0
25.20412743882236,7.303431405120339,15.267856168903046,1343.0854607106126,0
95.91084298026666,3.0899280069685706,2.9260850535100236,1474.11398857228,0
97.25056264596475,4.428716464490839,6.2792027457045325,2021.2943308570148,0
84.67178784931689,1.6579178867010018,6.250063060851218,2093.581584820432,0
44.36910153386965,2.220918820579463,9.208359624295614,1738.2994439320946,0
27.81376912051071,6.9706196126673365,19.627006077901516,2153.925715605838,0
74.73864212097254,2.223664303108456,2.282548386992617,979.4648363450051,0
55.21219949916811,5.489052144837071,10.855318893231306,993.134121527952,0
29.763058787582306,7.235939486363111,4.407928958231999,1178.0248127868485,0
59.614152808901615,1.5153307694000664,19.442854362785138,1939.7704956887585,0
